custom_id,twitter_handle,bigram
296,RepJoeKennedy,"(law,enforcement)"
296,RepJoeKennedy,"(medical,care)"
296,RepJoeKennedy,"(health,care)"
296,RepJoeKennedy,"(congressional,art)"
296,RepJoeKennedy,"(art,competition)"
296,RepJoeKennedy,"(child,care)"
296,RepJoeKennedy,"(office,hours)"
296,RepJoeKennedy,"(million,americans)"
296,RepJoeKennedy,"(health,care)"
296,RepJoeKennedy,"(trump,administration)"
296,RepJoeKennedy,"(climate,change)"
296,RepJoeKennedy,"(happy,easter)"
296,RepJoeKennedy,"(lives,lost)"
296,RepJoeKennedy,"(sri,lanka)"
296,RepJoeKennedy,"(robert,mueller)"
296,RepJoeKennedy,"(robert,mueller)"
296,RepJoeKennedy,"(special,counsel)"
296,RepJoeKennedy,"(proud,stand)"
296,RepJoeKennedy,"(president,trump)"
296,RepJoeKennedy,"(health,care)"
296,RepJoeKennedy,"(house,dems)"
296,RepJoeKennedy,"(100,days)"
296,RepJoeKennedy,"(happy,birthday)"
296,RepJoeKennedy,"(unemployment,rate)"
296,RepJoeKennedy,"(health,care)"
296,RepJoeKennedy,"(millions,americans)"
296,RepJoeKennedy,"(maternal,health)"
296,RepJoeKennedy,"(human,rights)"
296,RepJoeKennedy,"(domestic,violence)"
296,RepJoeKennedy,"(brave,women)"
296,RepJoeKennedy,"(trump,administration)"
296,RepJoeKennedy,"(civil,rights)"
296,RepJoeKennedy,"(task,force)"
296,RepJoeKennedy,"(mental,health)"
296,RepJoeKennedy,"(green,deal)"
296,RepJoeKennedy,"(town,hall)"
296,RepJoeKennedy,"(proud,support)"
296,RepJoeKennedy,"(health,care)"
296,RepJoeKennedy,"(president,trump)"
296,RepJoeKennedy,"(trump,administration)"
296,RepJoeKennedy,"(health,care)"
296,RepJoeKennedy,"(health,care)"
296,RepJoeKennedy,"(president,trump)"
296,RepJoeKennedy,"(federal,funding)"
296,RepJoeKennedy,"(trump,administration)"
296,RepJoeKennedy,"(house,representatives)"
296,RepJoeKennedy,"(trump,administration)"
296,RepJoeKennedy,"(house,representatives)"
296,RepJoeKennedy,"(house,representatives)"
296,RepJoeKennedy,"(president,trump)"
296,RepJoeKennedy,"(house,representatives)"
296,RepJoeKennedy,"(house,representatives)"
296,RepJoeKennedy,"(equal,pay)"
296,RepJoeKennedy,"(trump,administration)"
296,RepJoeKennedy,"(prescription,drug)"
296,RepJoeKennedy,"(health,care)"
296,RepJoeKennedy,"(health,care)"
296,RepJoeKennedy,"(millions,americans)"
296,RepJoeKennedy,"(health,care)"
296,RepJoeKennedy,"(health,care)"
296,RepJoeKennedy,"(care,system)"
296,RepJoeKennedy,"(low,income)"
296,RepJoeKennedy,"(health,care)"
296,RepJoeKennedy,"(prescription,drugs)"
296,RepJoeKennedy,"(president,trump)"
296,RepJoeKennedy,"(millions,americans)"
296,RepJoeKennedy,"(health,care)"
296,RepJoeKennedy,"(special,counsel)"
296,RepJoeKennedy,"(anti,semitism)"
296,RepJoeKennedy,"(anti,semitism)"
296,RepJoeKennedy,"(health,care)"
296,RepJoeKennedy,"(president,trump)"
296,RepJoeKennedy,"(national,emergency)"
296,RepJoeKennedy,"(health,care)"
296,RepJoeKennedy,"(health,care)"
296,RepJoeKennedy,"(care,system)"
296,RepJoeKennedy,"(climate,change)"
296,RepJoeKennedy,"(health,care)"
296,RepJoeKennedy,"(federal,agency)"
296,RepJoeKennedy,"(civil,rights)"
296,RepJoeKennedy,"(civil,rights)"
296,RepJoeKennedy,"(op,ed)"
296,RepJoeKennedy,"(health,care)"
296,RepJoeKennedy,"(health,care)"
296,RepJoeKennedy,"(trump,administration)"
296,RepJoeKennedy,"(free,internet)"
296,RepJoeKennedy,"(proud,support)"
296,RepJoeKennedy,"(savethenet,act)"
296,RepJoeKennedy,"(health,care)"
353,JoshGottheimer,"(common,sense)"
353,JoshGottheimer,"(congressional,district)"
353,JoshGottheimer,"(family,friends)"
353,JoshGottheimer,"(116th,congress)"
353,JoshGottheimer,"(health,care)"
353,JoshGottheimer,"(save,lives)"
353,JoshGottheimer,"(common,sense)"
353,JoshGottheimer,"(government,shutdown)"
353,JoshGottheimer,"(anti,semitism)"
353,JoshGottheimer,"(american,people)"
353,JoshGottheimer,"(21st,century)"
353,JoshGottheimer,"(looking,forward)"
353,JoshGottheimer,"(forward,continuing)"
353,JoshGottheimer,"(health,care)"
353,JoshGottheimer,"(house,representatives)"
353,JoshGottheimer,"(common,sense)"
353,JoshGottheimer,"(move,forward)"
353,JoshGottheimer,"(clean,water)"
353,JoshGottheimer,"(social,security)"
353,JoshGottheimer,"(social,security)"
353,JoshGottheimer,"(proud,support)"
353,JoshGottheimer,"(continue,fight)"
353,JoshGottheimer,"(election,day)"
353,JoshGottheimer,"(please,join)"
353,JoshGottheimer,"(social,security)"
353,JoshGottheimer,"(clean,water)"
353,JoshGottheimer,"(social,security)"
353,JoshGottheimer,"(congressional,district)"
353,JoshGottheimer,"(proud,support)"
353,JoshGottheimer,"(proud,stand)"
353,JoshGottheimer,"(proud,support)"
353,JoshGottheimer,"(proud,support)"
353,JoshGottheimer,"(congressional,district)"
353,JoshGottheimer,"(opioid,crisis)"
353,JoshGottheimer,"(social,security)"
353,JoshGottheimer,"(clean,water)"
353,JoshGottheimer,"(proud,support)"
353,JoshGottheimer,"(time,congress)"
353,JoshGottheimer,"(proud,support)"
353,JoshGottheimer,"(social,security)"
353,JoshGottheimer,"(gun,violence)"
123,RepJoshHarder,"(2019,congressional)"
123,RepJoshHarder,"(congressional,art)"
123,RepJoshHarder,"(art,competition)"
123,RepJoshHarder,"(town,hall)"
123,RepJoshHarder,"(congressional,art)"
123,RepJoshHarder,"(art,competition)"
123,RepJoshHarder,"(press,conference)"
123,RepJoshHarder,"(happy,easter)"
123,RepJoshHarder,"(national,guard)"
123,RepJoshHarder,"(100,days)"
123,RepJoshHarder,"(town,hall)"
123,RepJoshHarder,"(town,hall)"
123,RepJoshHarder,"(town,hall)"
123,RepJoshHarder,"(town,halls)"
123,RepJoshHarder,"(100,days)"
123,RepJoshHarder,"(100,days)"
123,RepJoshHarder,"(100,days)"
123,RepJoshHarder,"(100,days)"
123,RepJoshHarder,"(dc,office)"
123,RepJoshHarder,"(affordable,housing)"
123,RepJoshHarder,"(taking,time)"
123,RepJoshHarder,"(law,enforcement)"
123,RepJoshHarder,"(social,security)"
123,RepJoshHarder,"(office,hours)"
123,RepJoshHarder,"(violence,women)"
123,RepJoshHarder,"(women,act)"
123,RepJoshHarder,"(house,floor)"
123,RepJoshHarder,"(pre,existing)"
123,RepJoshHarder,"(existing,conditions)"
123,RepJoshHarder,"(look,forward)"
123,RepJoshHarder,"(affordable,care)"
123,RepJoshHarder,"(care,act)"
123,RepJoshHarder,"(pre,existing)"
123,RepJoshHarder,"(existing,conditions)"
123,RepJoshHarder,"(affordable,care)"
123,RepJoshHarder,"(care,act)"
123,RepJoshHarder,"(health,care)"
123,RepJoshHarder,"(care,system)"
123,RepJoshHarder,"(thank,service)"
123,RepJoshHarder,"(equal,pay)"
123,RepJoshHarder,"(passed,house)"
123,RepJoshHarder,"(equal,pay)"
123,RepJoshHarder,"(paycheck,fairness)"
123,RepJoshHarder,"(fairness,act)"
123,RepJoshHarder,"(looking,forward)"
123,RepJoshHarder,"(law,enforcement)"
123,RepJoshHarder,"(law,enforcement)"
123,RepJoshHarder,"(2019,congressional)"
123,RepJoshHarder,"(congressional,art)"
123,RepJoshHarder,"(art,competition)"
123,RepJoshHarder,"(free,internet)"
123,RepJoshHarder,"(savethenet,act)"
123,RepJoshHarder,"(looking,forward)"
123,RepJoshHarder,"(forward,continuing)"
123,RepJoshHarder,"(clean,water)"
123,RepJoshHarder,"(law,enforcement)"
123,RepJoshHarder,"(office,hours)"
123,RepJoshHarder,"(town,hall)"
123,RepJoshHarder,"(emergency,declaration)"
123,RepJoshHarder,"(town,hall)"
123,RepJoshHarder,"(100,days)"
123,RepJoshHarder,"(loved,ones)"
123,RepJoshHarder,"(savethenet,act)"
123,RepJoshHarder,"(prescription,drugs)"
123,RepJoshHarder,"(paying,jobs)"
123,RepJoshHarder,"(white,house)"
123,RepJoshHarder,"(health,care)"
123,RepJoshHarder,"(house,floor)"
123,RepJoshHarder,"(common,sense)"
123,RepJoshHarder,"(passed,house)"
123,RepJoshHarder,"(prescription,drug)"
123,RepJoshHarder,"(drug,prices)"
123,RepJoshHarder,"(free,internet)"
123,RepJoshHarder,"(bipartisan,bill)"
123,RepJoshHarder,"(passed,house)"
123,RepJoshHarder,"(federal,funding)"
123,RepJoshHarder,"(health,care)"
123,RepJoshHarder,"(town,hall)"
123,RepJoshHarder,"(town,hall)"
123,RepJoshHarder,"(look,forward)"
123,RepJoshHarder,"(paying,jobs)"
123,RepJoshHarder,"(drug,prices)"
123,RepJoshHarder,"(town,hall)"
123,RepJoshHarder,"(town,hall)"
123,RepJoshHarder,"(health,care)"
123,RepJoshHarder,"(town,hall)"
123,RepJoshHarder,"(town,hall)"
123,RepJoshHarder,"(office,hours)"
123,RepJoshHarder,"(health,care)"
123,RepJoshHarder,"(health,care)"
123,RepJoshHarder,"(office,hours)"
123,RepJoshHarder,"(town,hall)"
123,RepJoshHarder,"(emergency,declaration)"
123,RepJoshHarder,"(national,emergency)"
412,RepBeatty,"(social,security)"
412,RepBeatty,"(pre,existing)"
412,RepBeatty,"(existing,conditions)"
412,RepBeatty,"(save,lives)"
412,RepBeatty,"(subcommittee,hearing)"
412,RepBeatty,"(middle,class)"
412,RepBeatty,"(pre,existing)"
412,RepBeatty,"(existing,conditions)"
412,RepBeatty,"(committee,hearing)"
412,RepBeatty,"(national,emergency)"
412,RepBeatty,"(pre,existing)"
412,RepBeatty,"(existing,conditions)"
412,RepBeatty,"(116th,congress)"
412,RepBeatty,"(american,families)"
412,RepBeatty,"(continue,fight)"
412,RepBeatty,"(access,quality)"
412,RepBeatty,"(quality,affordable)"
412,RepBeatty,"(social,security)"
412,RepBeatty,"(task,force)"
412,RepBeatty,"(happy,easter)"
412,RepBeatty,"(looking,forward)"
412,RepBeatty,"(2019,congressional)"
412,RepBeatty,"(congressional,art)"
412,RepBeatty,"(art,competition)"
412,RepBeatty,"(mueller,report)"
412,RepBeatty,"(american,people)"
412,RepBeatty,"(special,counsel)"
412,RepBeatty,"(robert,mueller)"
412,RepBeatty,"(looking,forward)"
412,RepBeatty,"(forward,continuing)"
412,RepBeatty,"(looking,forward)"
412,RepBeatty,"(2019,congressional)"
412,RepBeatty,"(congressional,art)"
412,RepBeatty,"(art,competition)"
412,RepBeatty,"(2019,congressional)"
412,RepBeatty,"(congressional,art)"
412,RepBeatty,"(art,competition)"
412,RepBeatty,"(9,11)"
412,RepBeatty,"(2019,congressional)"
412,RepBeatty,"(congressional,art)"
412,RepBeatty,"(art,competition)"
412,RepBeatty,"(2019,congressional)"
412,RepBeatty,"(congressional,art)"
412,RepBeatty,"(art,competition)"
412,RepBeatty,"(proud,support)"
412,RepBeatty,"(savethenet,act)"
412,RepBeatty,"(common,sense)"
412,RepBeatty,"(proud,stand)"
412,RepBeatty,"(maternal,health)"
412,RepBeatty,"(committee,hearing)"
412,RepBeatty,"(congressional,delegation)"
412,RepBeatty,"(watch,live)"
412,RepBeatty,"(maternal,health)"
412,RepBeatty,"(maternal,health)"
412,RepBeatty,"(2019,congressional)"
412,RepBeatty,"(congressional,art)"
412,RepBeatty,"(art,competition)"
412,RepBeatty,"(2019,congressional)"
412,RepBeatty,"(congressional,art)"
412,RepBeatty,"(art,competition)"
412,RepBeatty,"(affordable,care)"
412,RepBeatty,"(care,act)"
412,RepBeatty,"(millions,americans)"
412,RepBeatty,"(save,lives)"
412,RepBeatty,"(violence,women)"
412,RepBeatty,"(21st,century)"
412,RepBeatty,"(public,health)"
412,RepBeatty,"(passed,house)"
412,RepBeatty,"(house,representatives)"
412,RepBeatty,"(2019,congressional)"
412,RepBeatty,"(congressional,art)"
412,RepBeatty,"(art,competition)"
412,RepBeatty,"(martin,luther)"
412,RepBeatty,"(luther,king)"
412,RepBeatty,"(king,jr)"
412,RepBeatty,"(pre,existing)"
412,RepBeatty,"(existing,conditions)"
412,RepBeatty,"(proud,join)"
412,RepBeatty,"(pre,existing)"
412,RepBeatty,"(existing,conditions)"
412,RepBeatty,"(watch,live)"
412,RepBeatty,"(past,time)"
412,RepBeatty,"(equal,pay)"
412,RepBeatty,"(read,statement)"
412,RepBeatty,"(house,passed)"
412,RepBeatty,"(paycheckfairness,act)"
412,RepBeatty,"(116th,congress)"
412,RepBeatty,"(2019,congressional)"
412,RepBeatty,"(congressional,art)"
412,RepBeatty,"(art,competition)"
412,RepBeatty,"(looking,forward)"
412,RepBeatty,"(forward,seeing)"
168,RepJuanVargas,"(president,trump)"
168,RepJuanVargas,"(6,million)"
168,RepJuanVargas,"(victims,families)"
168,RepJuanVargas,"(trump,administration)"
168,RepJuanVargas,"(national,emergency)"
168,RepJuanVargas,"(join,colleagues)"
168,RepJuanVargas,"(sri,lanka)"
168,RepJuanVargas,"(attorney,barr)"
168,RepJuanVargas,"(special,counsel)"
168,RepJuanVargas,"(president,trump)"
168,RepJuanVargas,"(american,people)"
168,RepJuanVargas,"(people,deserve)"
168,RepJuanVargas,"(9,11)"
168,RepJuanVargas,"(100,days)"
168,RepJuanVargas,"(health,care)"
168,RepJuanVargas,"(climate,change)"
168,RepJuanVargas,"(looking,forward)"
168,RepJuanVargas,"(national,emergency)"
168,RepJuanVargas,"(trump,administration)"
168,RepJuanVargas,"(american,people)"
168,RepJuanVargas,"(climate,change)"
168,RepJuanVargas,"(white,house)"
168,RepJuanVargas,"(trump,administration)"
168,RepJuanVargas,"(national,parks)"
168,RepJuanVargas,"(public,lands)"
168,RepJuanVargas,"(proud,support)"
168,RepJuanVargas,"(economic,development)"
168,RepJuanVargas,"(southern,border)"
168,RepJuanVargas,"(southern,border)"
168,RepJuanVargas,"(equal,pay)"
168,RepJuanVargas,"(african,american)"
168,RepJuanVargas,"(paycheck,fairness)"
168,RepJuanVargas,"(fairness,act)"
168,RepJuanVargas,"(puerto,rico)"
168,RepJuanVargas,"(puerto,rico)"
168,RepJuanVargas,"(paycheck,fairness)"
168,RepJuanVargas,"(fairness,act)"
168,RepJuanVargas,"(trump,administration)"
168,RepJuanVargas,"(6,million)"
168,RepJuanVargas,"(federal,workers)"
168,RepJuanVargas,"(border,wall)"
168,RepJuanVargas,"(happy,birthday)"
168,RepJuanVargas,"(american,people)"
168,RepJuanVargas,"(emergency,declaration)"
168,RepJuanVargas,"(proud,support)"
168,RepJuanVargas,"(savethenet,act)"
168,RepJuanVargas,"(southern,border)"
168,RepJuanVargas,"(special,counsel)"
168,RepJuanVargas,"(counsel,mueller)"
168,RepJuanVargas,"(mueller,report)"
168,RepJuanVargas,"(mueller,report)"
168,RepJuanVargas,"(american,people)"
168,RepJuanVargas,"(people,deserve)"
168,RepJuanVargas,"(house,representatives)"
168,RepJuanVargas,"(free,internet)"
168,RepJuanVargas,"(savethenet,act)"
168,RepJuanVargas,"(congressional,delegation)"
168,RepJuanVargas,"(economic,development)"
168,RepJuanVargas,"(border,wall)"
168,RepJuanVargas,"(background,checks)"
168,RepJuanVargas,"(background,checks)"
168,RepJuanVargas,"(mueller,report)"
168,RepJuanVargas,"(house,floor)"
168,RepJuanVargas,"(civil,rights)"
168,RepJuanVargas,"(violence,women)"
168,RepJuanVargas,"(women,act)"
168,RepJuanVargas,"(house,floor)"
168,RepJuanVargas,"(trump,administration)"
168,RepJuanVargas,"(american,people)"
168,RepJuanVargas,"(proud,support)"
168,RepJuanVargas,"(national,emergency)"
168,RepJuanVargas,"(american,people)"
168,RepJuanVargas,"(anti,semitic)"
168,RepJuanVargas,"(bipartisan,bill)"
168,RepJuanVargas,"(background,checks)"
168,RepJuanVargas,"(save,lives)"
168,RepJuanVargas,"(national,emergency)"
168,RepJuanVargas,"(proud,stand)"
168,RepJuanVargas,"(emergency,declaration)"
168,RepJuanVargas,"(trump,administration)"
168,RepJuanVargas,"(president,trump)"
168,RepJuanVargas,"(american,people)"
168,RepJuanVargas,"(national,emergency)"
168,RepJuanVargas,"(medical,care)"
168,RepJuanVargas,"(gun,violence)"
168,RepJuanVargas,"(people,deserve)"
168,RepJuanVargas,"(mobile,office)"
168,RepJuanVargas,"(federal,agency)"
168,RepJuanVargas,"(anti,semitism)"
168,RepJuanVargas,"(anti,semitic)"
168,RepJuanVargas,"(anti,semitism)"
168,RepJuanVargas,"(social,security)"
168,RepJuanVargas,"(trump,admin)"
168,RepJuanVargas,"(clean,energy)"
168,RepJuanVargas,"(president,trump)"
168,RepJuanVargas,"(gun,violence)"
168,RepJuanVargas,"(loved,ones)"
168,RepJuanVargas,"(border,wall)"
168,RepJuanVargas,"(trump,administration)"
168,RepJuanVargas,"(climate,change)"
168,RepJuanVargas,"(look,forward)"
168,RepJuanVargas,"(green,deal)"
168,RepJuanVargas,"(gun,violence)"
168,RepJuanVargas,"(border,security)"
168,RepJuanVargas,"(looking,forward)"
168,RepJuanVargas,"(forward,seeing)"
168,RepJuanVargas,"(house,floor)"
168,RepJuanVargas,"(watch,live)"
168,RepJuanVargas,"(federal,workers)"
168,RepJuanVargas,"(government,shutdown)"
168,RepJuanVargas,"(american,families)"
168,RepJuanVargas,"(federal,employees)"
168,RepJuanVargas,"(border,security)"
168,RepJuanVargas,"(federal,workers)"
168,RepJuanVargas,"(continue,fight)"
168,RepJuanVargas,"(trump,administration)"
168,RepJuanVargas,"(look,forward)"
168,RepJuanVargas,"(federal,employees)"
168,RepJuanVargas,"(national,security)"
168,RepJuanVargas,"(act,2019)"
168,RepJuanVargas,"(american,people)"
168,RepJuanVargas,"(president,trump)"
168,RepJuanVargas,"(house,dems)"
168,RepJuanVargas,"(reopen,government)"
168,RepJuanVargas,"(116th,congress)"
168,RepJuanVargas,"(humanitarian,crisis)"
168,RepJuanVargas,"(loved,ones)"
168,RepJuanVargas,"(house,senate)"
168,RepJuanVargas,"(white,house)"
168,RepJuanVargas,"(border,patrol)"
168,RepJuanVargas,"(border,patrol)"
168,RepJuanVargas,"(border,patrol)"
168,RepJuanVargas,"(victims,families)"
168,RepJuanVargas,"(common,sense)"
168,RepJuanVargas,"(gun,violence)"
168,RepJuanVargas,"(border,security)"
168,RepJuanVargas,"(american,people)"
168,RepJuanVargas,"(government,shutdown)"
168,RepJuanVargas,"(look,forward)"
168,RepJuanVargas,"(read,statement)"
168,RepJuanVargas,"(read,statement)"
168,RepJuanVargas,"(family,friends)"
168,RepJuanVargas,"(border,security)"
168,RepJuanVargas,"(president,trump)"
168,RepJuanVargas,"(crisis,border)"
168,RepJuanVargas,"(save,lives)"
168,RepJuanVargas,"(thank,service)"
168,RepJuanVargas,"(president,trump)"
168,RepJuanVargas,"(gun,violence)"
168,RepJuanVargas,"(continue,support)"
168,RepJuanVargas,"(school,students)"
168,RepJuanVargas,"(american,families)"
168,RepJuanVargas,"(victims,families)"
141,RepJudyChu,"(mental,health)"
141,RepJudyChu,"(mental,health)"
141,RepJudyChu,"(climate,change)"
141,RepJudyChu,"(paris,agreement)"
141,RepJudyChu,"(mobile,office)"
141,RepJudyChu,"(office,hours)"
141,RepJudyChu,"(federal,agency)"
141,RepJudyChu,"(social,security)"
141,RepJudyChu,"(mobile,office)"
141,RepJudyChu,"(office,hours)"
141,RepJudyChu,"(mental,health)"
141,RepJudyChu,"(mental,health)"
141,RepJudyChu,"(southern,border)"
141,RepJudyChu,"(trump,administration)"
141,RepJudyChu,"(american,people)"
141,RepJudyChu,"(american,people)"
141,RepJudyChu,"(american,people)"
141,RepJudyChu,"(people,deserve)"
141,RepJudyChu,"(trump,administration)"
141,RepJudyChu,"(tax,returns)"
141,RepJudyChu,"(supreme,court)"
141,RepJudyChu,"(op,ed)"
141,RepJudyChu,"(sri,lanka)"
141,RepJudyChu,"(american,people)"
141,RepJudyChu,"(people,deserve)"
141,RepJudyChu,"(donald,trump)"
141,RepJudyChu,"(ag,barr)"
141,RepJudyChu,"(ag,barr)"
141,RepJudyChu,"(loved,ones)"
141,RepJudyChu,"(federal,agency)"
141,RepJudyChu,"(social,security)"
141,RepJudyChu,"(mobile,office)"
141,RepJudyChu,"(office,hours)"
141,RepJudyChu,"(9,11)"
141,RepJudyChu,"(9,11)"
141,RepJudyChu,"(9,11)"
141,RepJudyChu,"(donald,trump)"
141,RepJudyChu,"(100,days)"
141,RepJudyChu,"(house,passed)"
141,RepJudyChu,"(paycheck,fairness)"
141,RepJudyChu,"(donald,trump)"
141,RepJudyChu,"(tax,returns)"
141,RepJudyChu,"(domestic,violence)"
141,RepJudyChu,"(gun,violence)"
141,RepJudyChu,"(save,lives)"
141,RepJudyChu,"(tax,returns)"
141,RepJudyChu,"(equal,pay)"
141,RepJudyChu,"(drug,prices)"
141,RepJudyChu,"(press,conference)"
141,RepJudyChu,"(proud,support)"
141,RepJudyChu,"(paycheckfairness,act)"
141,RepJudyChu,"(house,representatives)"
141,RepJudyChu,"(tax,cuts)"
141,RepJudyChu,"(million,americans)"
141,RepJudyChu,"(pre,existing)"
141,RepJudyChu,"(existing,conditions)"
141,RepJudyChu,"(pre,existing)"
141,RepJudyChu,"(trump,administration)"
141,RepJudyChu,"(president,trump)"
141,RepJudyChu,"(people,pre)"
141,RepJudyChu,"(pre,existing)"
141,RepJudyChu,"(existing,conditions)"
141,RepJudyChu,"(million,americans)"
141,RepJudyChu,"(pre,existing)"
