congress,chamber,bioguide,last_name,state,district,party,votes,agree_pct,predicted_agree,net_trump_vote
116,house,L000582,Lieu,CA,33,D,27,0,1.4673e-4,-41.3
0,house,L000583,Loudermilk,GA,11,Republican,118,0.9067796610169492,0.94150675,25
115,house,L000583,Loudermilk,GA,11,R,93,0.8817204301075269,0.93807485,25
116,house,L000583,Loudermilk,GA,11,R,25,1,0.95427341,25
0,house,L000584,Love,UT,4,Republican,94,0.9574468085106383,0.81104426,6.7
115,house,L000584,Love,UT,4,R,94,0.9574468085106383,0.81104426,6.7
0,house,L000585,LaHood,IL,18,Republican,122,0.9508196721311475,0.94234072,27.3
115,house,L000585,LaHood,IL,18,R,96,0.9479166666666666,0.94325825,27.3
116,house,L000585,LaHood,IL,18,R,26,0.9615384615384616,0.9389529,27.3
0,house,L000586,Lawson,FL,5,Democrat,116,0.29310344827586204,0.21676841,-25.4
115,house,L000586,Lawson,FL,5,D,90,0.37777777777777777,0.27869439,-25.4
116,house,L000586,Lawson,FL,5,D,26,0,0.00240923,-25.4
0,house,L000587,Lewis,MN,2,Republican,93,0.9032258064516129,0.71555471,1.2
115,house,L000587,Lewis,MN,2,R,93,0.9032258064516129,0.71555471,1.2
0,house,L000588,Lamb,PA,17,Democrat,52,0.3269230769230769,0.57594232,2.6
115,house,L000588,Lamb,PA,18,D,25,0.68,0.92584441,19.6
116,house,L000588,Lamb,PA,17,D,27,0,0.25195889,2.6
0,house,L000589,Lesko,AZ,8,Republican,52,0.9615384615384616,0.9134487,21.1
115,house,L000589,Lesko,AZ,8,R,25,0.92,0.93098534,21.1
116,house,L000589,Lesko,AZ,8,R,27,1,0.89721107,21.1
0,house,L000590,Lee,NV,3,Democrat,27,0,0.19503408,1
116,house,L000590,Lee,NV,3,D,27,0,0.19503408,1
0,house,L000591,Luria,VA,2,Democrat,27,0,0.28418762,3.4
116,house,L000591,Luria,VA,2,D,27,0,0.28418762,3.4
0,house,L000592,Levin,MI,9,Democrat,27,0,0.04123943,-7.8
116,house,L000592,Levin,MI,9,D,27,0,0.04123943,-7.8
0,house,L000593,Levin,CA,49,Democrat,27,0,0.04344631,-7.5
116,house,L000593,Levin,CA,49,D,27,0,0.04344631,-7.5
0,house,M000087,Maloney,NY,12,Democrat,120,0.13333333333333333,0.11926304,-69.8
115,house,M000087,Maloney,NY,12,D,94,0.1702127659574468,0.15225052,-69.8
116,house,M000087,Maloney,NY,12,D,26,0,6.2e-7,-69.8
0,house,M000312,McGovern,MA,2,Democrat,121,0.10743801652892562,0.25834103,-19.4
115,house,M000312,McGovern,MA,2,D,94,0.13829787234042554,0.33075806,-19.4
116,house,M000312,McGovern,MA,2,D,27,0,0.00622247,-19.4
0,house,M001137,Meeks,NY,5,Democrat,119,0.18487394957983194,0.11747335,-73
115,house,M001137,Meeks,NY,5,D,93,0.23655913978494625,0.15031528,-73
116,house,M001137,Meeks,NY,5,D,26,0,3.2e-7,-73
0,house,M001143,McCollum,MN,4,Democrat,121,0.1322314049586777,0.18728437,-30.9
115,house,M001143,McCollum,MN,4,D,94,0.1702127659574468,0.24081699,-30.9
116,house,M001143,McCollum,MN,4,D,27,0,9.1155e-4,-30.9
0,house,M001151,Murphy,PA,18,Republican,48,0.9791666666666666,0.93314248,19.6
115,house,M001151,Murphy,PA,18,R,48,0.9791666666666666,0.93314248,19.6
0,house,M001156,McHenry,NC,10,Republican,121,0.9752066115702479,0.93834294,24.6
115,house,M001156,McHenry,NC,10,R,94,0.9893617021276596,0.94184596,24.6
116,house,M001156,McHenry,NC,10,R,27,0.9259259259259259,0.92614725,24.6
0,house,M001157,McCaul,TX,10,Republican,123,0.975609756097561,0.78038374,9.1
115,house,M001157,McCaul,TX,10,R,96,0.9895833333333334,0.843801,9.1
116,house,M001157,McCaul,TX,10,R,27,0.9259259259259259,0.55490016,9.1
0,house,M001158,Marchant,TX,24,Republican,121,0.9504132231404959,0.71555087,6.2
115,house,M001158,Marchant,TX,24,R,94,0.9468085106382979,0.80261462,6.2
116,house,M001158,Marchant,TX,24,R,27,0.9629629629629629,0.41244003,6.2
0,house,M001159,McMorris Rodgers,WA,5,Republican,123,0.959349593495935,0.84946672,13.1
115,house,M001159,McMorris Rodgers,WA,5,R,96,0.9791666666666666,0.88456487,13.1
116,house,M001159,McMorris Rodgers,WA,5,R,27,0.8888888888888888,0.7246733,13.1
0,house,M001160,Moore,WI,4,Democrat,118,0.0847457627118644,0.13233078,-52.2
115,house,M001160,Moore,WI,4,D,91,0.10989010989010989,0.1715879,-52.2
116,house,M001160,Moore,WI,4,D,27,0,1.973e-5,-52.2
0,house,M001163,Matsui,CA,6,Democrat,122,0.13934426229508196,0.14885356,-44.8
115,house,M001163,Matsui,CA,6,D,95,0.17894736842105263,0.19113716,-44.8
116,house,M001163,Matsui,CA,6,D,27,0,7.792e-5,-44.8
0,house,M001165,McCarthy,CA,23,Republican,121,0.9834710743801653,0.92635224,22
115,house,M001165,McCarthy,CA,23,R,94,0.9893617021276596,0.93212444,22
116,house,M001165,McCarthy,CA,23,R,27,0.9629629629629629,0.90625642,22
0,house,M001166,McNerney,CA,9,Democrat,117,0.15384615384615385,0.26915497,-18.6
115,house,M001166,McNerney,CA,9,D,93,0.1935483870967742,0.33711946,-18.6
116,house,M001166,McNerney,CA,9,D,24,0,0.00579259,-18.6
0,house,M001177,McClintock,CA,4,Republican,122,0.8442622950819673,0.87000094,14.7
115,house,M001177,McClintock,CA,4,R,95,0.8105263157894737,0.89659049,14.7
116,house,M001177,McClintock,CA,4,R,27,0.9629629629629629,0.7764451,14.7
0,house,M001179,Marino,PA,12,Republican,96,0.9791666666666666,0.95480231,36.4
115,house,M001179,Marino,PA,10,R,91,0.978021978021978,0.95231987,36
116,house,M001179,Marino,PA,12,R,5,1,0.99998273,36.4
0,house,M001180,McKinley,WV,1,Republican,123,0.967479674796748,0.95576469,41.6
115,house,M001180,McKinley,WV,1,R,96,0.9791666666666666,0.95079332,41.6
116,house,M001180,McKinley,WV,1,R,27,0.9259259259259259,0.97344064,41.6
0,house,M001181,Meehan,PA,7,Republican,71,0.8873239436619719,0.6253992,-2.3
115,house,M001181,Meehan,PA,7,R,71,0.8873239436619719,0.6253992,-2.3
0,house,M001184,Massie,KY,4,Republican,120,0.6583333333333333,0.95734197,35.9
115,house,M001184,Massie,KY,4,R,96,0.625,0.94994826,35.9
116,house,M001184,Massie,KY,4,R,24,0.7916666666666666,0.98691679,35.9
0,house,M001185,Maloney,NY,18,Democrat,120,0.275,0.61393751,1.9
115,house,M001185,Maloney,NY,18,D,93,0.3548387096774194,0.72662854,1.9
116,house,M001185,Maloney,NY,18,D,27,0,0.22577952,1.9
0,house,M001187,Meadows,NC,11,Republican,120,0.8916666666666667,0.95293614,29.2
115,house,M001187,Meadows,NC,11,R,93,0.8924731182795699,0.95450611,29.2
116,house,M001187,Meadows,NC,11,R,27,0.8888888888888888,0.94752845,29.2
0,house,M001188,Meng,NY,6,Democrat,119,0.15966386554621848,0.17455521,-33
115,house,M001188,Meng,NY,6,D,93,0.20430107526881722,0.2231871,-33
116,house,M001188,Meng,NY,6,D,26,0,6.027e-4,-33
0,house,M001189,Messer,IN,6,Republican,92,0.9456521739130435,0.95631348,40.3
115,house,M001189,Messer,IN,6,R,92,0.9456521739130435,0.95631348,40.3
0,house,M001190,Mullin,OK,2,Republican,121,0.9338842975206612,0.95678675,50.1
115,house,M001190,Mullin,OK,2,R,94,0.925531914893617,0.94953171,50.1
116,house,M001190,Mullin,OK,2,R,27,0.9629629629629629,0.98204503,50.1
0,house,M001193,MacArthur,NJ,3,Republican,96,0.9479166666666666,0.80450741,6.2
115,house,M001193,MacArthur,NJ,3,R,96,0.9479166666666666,0.80450741,6.2
0,house,M001194,Moolenaar,MI,4,Republican,123,0.975609756097561,0.93641348,24.8
115,house,M001194,Moolenaar,MI,4,R,96,0.9895833333333334,0.93895541,24.8
116,house,M001194,Moolenaar,MI,4,R,27,0.9259259259259259,0.92737549,24.8
0,house,M001195,Mooney,WV,2,Republican,123,0.8617886178861789,0.95349106,36.4
115,house,M001195,Mooney,WV,2,R,96,0.84375,0.95009742,36.4
116,house,M001195,Mooney,WV,2,R,27,0.9259259259259259,0.96555735,36.4
0,house,M001196,Moulton,MA,6,Democrat,120,0.18333333333333332,0.27711636,-17.9
115,house,M001196,Moulton,MA,6,D,94,0.23404255319148937,0.35149174,-17.9
116,house,M001196,Moulton,MA,6,D,26,0,0.00822077,-17.9
115,house,M001197,McSally,AZ,2,R,96,0.96875,0.59050485,-4.9
0,house,M001198,Marshall,KS,1,Republican,121,0.9834710743801653,0.95588775,45
115,house,M001198,Marshall,KS,1,R,96,0.9791666666666666,0.95065581,45
116,house,M001198,Marshall,KS,1,R,25,1,0.97597839,45
0,house,M001199,Mast,FL,18,Republican,116,0.9224137931034483,0.7995909,9.2
115,house,M001199,Mast,FL,18,R,96,0.9270833333333334,0.84500573,9.2
116,house,M001199,Mast,FL,18,R,20,0.9,0.58159974,9.2
0,house,M001200,McEachin,VA,4,Democrat,115,0.16521739130434782,0.24575111,-21.6
115,house,M001200,McEachin,VA,4,D,92,0.20652173913043478,0.30622935,-21.6
116,house,M001200,McEachin,VA,4,D,23,0,0.00383814,-21.6
0,house,M001201,Mitchell,MI,10,Republican,123,0.967479674796748,0.95001248,32.2
115,house,M001201,Mitchell,MI,10,R,96,0.96875,0.94819192,32.2
116,house,M001201,Mitchell,MI,10,R,27,0.9629629629629629,0.95648559,32.2
0,house,M001202,Murphy,FL,7,Democrat,122,0.39344262295081966,0.42682503,-7.3
115,house,M001202,Murphy,FL,7,D,95,0.5052631578947369,0.53534688,-7.3
116,house,M001202,Murphy,FL,7,D,27,0,0.04498887,-7.3
0,house,M001203,Malinowski,NJ,7,Democrat,27,0,0.13610029,-1.1
116,house,M001203,Malinowski,NJ,7,D,27,0,0.13610029,-1.1
0,house,M001204,Meuser,PA,9,Republican,26,0.9615384615384616,0.95925643,34
116,house,M001204,Meuser,PA,9,R,26,0.9615384615384616,0.95925643,34
0,house,M001205,Miller,WV,3,Republican,27,1,0.9812963,49.2
116,house,M001205,Miller,WV,3,R,27,1,0.9812963,49.2
0,house,M001206,Morelle,NY,25,Democrat,30,0.06666666666666667,0.07522096,-16.4
115,house,M001206,Morelle,NY,25,D,3,0.6666666666666666,0.66161867,-16.4
116,house,M001206,Morelle,NY,25,D,27,0,0.01006566,-16.4
0,house,M001207,Mucarsel-Powell,FL,26,Democrat,27,0,0.01022756,-16.3
116,house,M001207,Mucarsel-Powell,FL,26,D,27,0,0.01022756,-16.3
0,house,M001208,McBath,GA,6,Democrat,27,0,0.21170502,1.5
116,house,M001208,McBath,GA,6,D,27,0,0.21170502,1.5
0,house,M001209,McAdams,UT,4,Democrat,27,0.037037037037037035,0.43697133,6.7
116,house,M001209,McAdams,UT,4,D,27,0.037037037037037035,0.43697133,6.7
0,house,N000002,Nadler,NY,10,Democrat,119,0.13445378151260504,0.130863,-59.5
115,house,N000002,Nadler,NY,10,D,92,0.17391304347826086,0.16926702,-59.5
116,house,N000002,Nadler,NY,10,D,27,0,4.83e-6,-59.5
0,house,N000015,Neal,MA,1,Democrat,119,0.15966386554621848,0.24956933,-20.7
115,house,N000015,Neal,MA,1,D,94,0.20212765957446807,0.3147331,-20.7
116,house,N000015,Neal,MA,1,D,25,0,0.00455355,-20.7
0,house,N000127,Nolan,MN,8,Democrat,90,0.2777777777777778,0.90370778,15.6
115,house,N000127,Nolan,MN,8,D,90,0.2777777777777778,0.90370778,15.6
0,house,N000179,Napolitano,CA,32,Democrat,108,0.12037037037037036,0.17253888,-38.9
115,house,N000179,Napolitano,CA,32,D,81,0.16049382716049382,0.22997677,-38.9
116,house,N000179,Napolitano,CA,32,D,27,0,2.2519e-4,-38.9
0,house,N000181,Nunes,CA,22,Republican,118,0.9745762711864406,0.78588667,9.5
115,house,N000181,Nunes,CA,22,R,92,0.9891304347826086,0.84638891,9.5
116,house,N000181,Nunes,CA,22,R,26,0.9230769230769231,0.57180182,9.5
0,house,N000184,Noem,SD,0,Republican,90,0.9222222222222223,0.94601119,29.79332222
115,house,N000184,Noem,SD,0,R,90,0.9222222222222223,0.94601119,29.79332222
0,house,N000188,Norcross,NJ,1,Democrat,119,0.15966386554621848,0.21800665,-24.5
115,house,N000188,Norcross,NJ,1,D,92,0.20652173913043478,0.28119553,-24.5
116,house,N000188,Norcross,NJ,1,D,27,0,0.00269638,-24.5
0,house,N000189,Newhouse,WA,4,Republican,117,0.9487179487179487,0.93064454,22.8
115,house,N000189,Newhouse,WA,4,R,90,0.9666666666666667,0.93586015,22.8
116,house,N000189,Newhouse,WA,4,R,27,0.8888888888888888,0.9132592,22.8
0,house,N000190,Norman,SC,5,Republican,89,0.8876404494382022,0.88599579,18.5
115,house,N000190,Norman,SC,5,R,62,0.8387096774193549,0.89640151,18.5
116,house,N000190,Norman,SC,5,R,27,1,0.86210115,18.5
0,house,N000191,Neguse,CO,2,Democrat,27,0,0.00457111,-21.3
116,house,N000191,Neguse,CO,2,D,27,0,0.00457111,-21.3
0,house,O000168,Olson,TX,22,Republican,118,0.9661016949152542,0.76041062,7.9
115,house,O000168,Olson,TX,22,R,94,0.9680851063829787,0.82769772,7.9
116,house,O000168,Olson,TX,22,R,24,0.9583333333333334,0.49686948,7.9
0,house,O000170,O’Rourke,TX,16,Democrat,93,0.3010752688172043,0.18773679,-40.7
115,house,O000170,O’Rourke,TX,16,D,93,0.3010752688172043,0.18773679,-40.7
0,house,O000171,O’Halleran,AZ,1,Democrat,123,0.42276422764227645,0.60228082,1.1
115,house,O000171,O’Halleran,AZ,1,D,96,0.5416666666666666,0.71590437,1.1
116,house,O000171,O’Halleran,AZ,1,D,27,0,0.19828597,1.1
0,house,O000172,Ocasio-Cortez,NY,14,Democrat,27,0.1111111111111111,6.6e-6,-57.9
116,house,O000172,Ocasio-Cortez,NY,14,D,27,0.1111111111111111,6.6e-6,-57.9
0,house,O000173,Omar,MN,5,Democrat,27,0,1.113e-5,-55.2
116,house,O000173,Omar,MN,5,D,27,0,1.113e-5,-55.2
0,house,P000034,Pallone,NJ,6,Democrat,122,0.09016393442622951,0.29945958,-15.6
115,house,P000034,Pallone,NJ,6,D,95,0.11578947368421053,0.38131897,-15.6
116,house,P000034,Pallone,NJ,6,D,27,0,0.0114358,-15.6
0,house,P000096,Pascrell,NJ,9,Democrat,120,0.16666666666666666,0.18337122,-31.2
115,house,P000096,Pascrell,NJ,9,D,93,0.21505376344086022,0.2363567,-31.2
116,house,P000096,Pascrell,NJ,9,D,27,0,8.6567e-4,-31.2
0,house,P000197,Pelosi,CA,12,Democrat,103,0.18446601941747573,0.13156755,-77.5
115,house,P000197,Pelosi,CA,12,D,91,0.2087912087912088,0.14891712,-77.5
116,house,P000197,Pelosi,CA,12,D,12,0,0,-77.5
0,house,P000258,Peterson,MN,7,Democrat,118,0.5423728813559322,0.94783214,30.8
115,house,P000258,Peterson,MN,7,D,91,0.6703296703296703,0.94640676,30.8
116,house,P000258,Peterson,MN,7,D,27,0.1111111111111111,0.9526362,30.8
0,house,P000523,Price,NC,4,Democrat,122,0.14754098360655737,0.15877132,-40
115,house,P000523,Price,NC,4,D,95,0.18947368421052632,0.20384318,-40
116,house,P000523,Price,NC,4,D,27,0,1.8515e-4,-40
0,house,P000588,Pearce,NM,2,Republican,93,0.8924731182795699,0.85549881,10.2
115,house,P000588,Pearce,NM,2,R,93,0.8924731182795699,0.85549881,10.2
0,house,P000592,Poe,TX,2,Republican,91,0.9230769230769231,0.84409092,9.3
115,house,P000592,Poe,TX,2,R,91,0.9230769230769231,0.84409092,9.3
0,house,P000593,Perlmutter,CO,7,Democrat,122,0.22131147540983606,0.34849996,-12
115,house,P000593,Perlmutter,CO,7,D,95,0.28421052631578947,0.44175252,-12
116,house,P000593,Perlmutter,CO,7,D,27,0,0.02038911,-12
0,house,P000594,Paulsen,MN,3,Republican,96,0.96875,0.49584968,-9.4
115,house,P000594,Paulsen,MN,3,R,96,0.96875,0.49584968,-9.4
0,house,P000597,Pingree,ME,1,Democrat,120,0.14166666666666666,0.30830181,-14.8
115,house,P000597,Pingree,ME,1,D,93,0.1827956989247312,0.39403659,-14.8
116,house,P000597,Pingree,ME,1,D,27,0,0.01299312,-14.8
0,house,P000598,Polis,CO,2,Democrat,88,0.17045454545454544,0.29543414,-21.3
115,house,P000598,Polis,CO,2,D,88,0.17045454545454544,0.29543414,-21.3
0,house,P000599,Posey,FL,8,Republican,120,0.8916666666666667,0.92178123,20.7
115,house,P000599,Posey,FL,8,R,93,0.8924731182795699,0.93021236,20.7
116,house,P000599,Posey,FL,8,R,27,0.8888888888888888,0.89274067,20.7
0,house,P000601,Palazzo,MS,4,Republican,118,0.9576271186440678,0.95754182,41.2
115,house,P000601,Palazzo,MS,4,R,92,0.9565217391304348,0.95348818,41.2
116,house,P000601,Palazzo,MS,4,R,26,0.9615384615384616,0.97188547,41.2
0,house,P000604,Payne,NJ,10,Democrat,107,0.09345794392523364,0.10158097,-72.4
115,house,P000604,Payne,NJ,10,D,87,0.11494252873563218,0.12493285,-72.4
116,house,P000604,Payne,NJ,10,D,20,0,2.8e-7,-72.4
0,house,P000605,Perry,PA,10,Republican,121,0.8760330578512396,0.84731739,8.9
115,house,P000605,Perry,PA,4,R,95,0.8526315789473684,0.93069518,21.5
116,house,P000605,Perry,PA,10,R,26,0.9615384615384616,0.54266779,8.9
0,house,P000606,Pittenger,NC,9,Republican,91,0.978021978021978,0.87321864,11.6
115,house,P000606,Pittenger,NC,9,R,91,0.978021978021978,0.87321864,11.6
0,house,P000607,Pocan,WI,2,Democrat,113,0.09734513274336283,0.16782249,-36.8
115,house,P000607,Pocan,WI,2,D,86,0.12790697674418605,0.22040846,-36.8
116,house,P000607,Pocan,WI,2,D,27,0,3.2645e-4,-36.8
0,house,P000608,Peters,CA,52,Democrat,121,0.2727272727272727,0.22906802,-22.5
115,house,P000608,Peters,CA,52,D,94,0.35106382978723405,0.29378561,-22.5
116,house,P000608,Peters,CA,52,D,27,0,0.00375492,-22.5
0,house,P000609,Palmer,AL,6,Republican,121,0.9338842975206612,0.96381286,44.7
115,house,P000609,Palmer,AL,6,R,94,0.925531914893617,0.96001532999999994,44.7
116,house,P000609,Palmer,AL,6,R,27,0.9629629629629629,0.97703388,44.7
0,house,P000611,Poliquin,ME,2,Republican,95,0.968421052631579,0.85950077,10.3
115,house,P000611,Poliquin,ME,2,R,95,0.968421052631579,0.85950077,10.3
0,house,P000613,Panetta,CA,20,Democrat,123,0.21951219512195122,0.1438163,-47.2
115,house,P000613,Panetta,CA,20,D,96,0.28125,0.18425052,-47.2
116,house,P000613,Panetta,CA,20,D,27,0,5.018e-5,-47.2
0,house,P000614,Pappas,NH,1,Democrat,27,0,0.21516243,1.6
116,house,P000614,Pappas,NH,1,D,27,0,0.21516243,1.6
0,house,P000615,Pence,IN,6,Republican,26,1,0.97483368,40.3
116,house,P000615,Pence,IN,6,R,26,1,0.97483368,40.3
0,house,P000616,Phillips,MN,3,Democrat,27,0,0.03136249,-9.4
116,house,P000616,Phillips,MN,3,D,27,0,0.03136249,-9.4
0,house,P000617,Pressley,MA,7,Democrat,27,0,3.6e-7,-72.2
116,house,P000617,Pressley,MA,7,D,27,0,3.6e-7,-72.2
0,house,P000618,Porter,CA,45,Democrat,27,0,0.06296949,-5.4
116,house,P000618,Porter,CA,45,D,27,0,0.06296949,-5.4
0,house,Q000023,Quigley,IL,5,Democrat,119,0.18487394957983194,0.14309421,-46.6
115,house,Q000023,Quigley,IL,5,D,93,0.23655913978494625,0.18308451,-46.6
116,house,Q000023,Quigley,IL,5,D,26,0,5.197e-5,-46.6
0,house,R000395,Rogers,KY,5,Republican,116,0.9741379310344828,0.95402958,62.1
115,house,R000395,Rogers,KY,5,R,89,0.9887640449438202,0.94316321,62.1
116,house,R000395,Rogers,KY,5,R,27,0.9259259259259259,0.98984837,62.1
0,house,R000409,Rohrabacher,CA,48,Republican,95,0.8421052631578947,0.65805207,-1.7
115,house,R000409,Rohrabacher,CA,48,R,95,0.8421052631578947,0.65805207,-1.7
0,house,R000435,Ros-Lehtinen,FL,27,Republican,89,0.7078651685393258,0.32192644,-19.6
115,house,R000435,Ros-Lehtinen,FL,27,R,89,0.7078651685393258,0.32192644,-19.6
0,house,R000486,Roybal-Allard,CA,40,Democrat,121,0.12396694214876033,0.11863537,-69.4
115,house,R000486,Roybal-Allard,CA,40,D,94,0.1595744680851064,0.15271129,-69.4
116,house,R000486,Roybal-Allard,CA,40,D,27,0,6.5e-7,-69.4
0,house,R000487,Royce,CA,39,Republican,95,0.9789473684210527,0.5139066,-8.6
115,house,R000487,Royce,CA,39,R,95,0.9789473684210527,0.5139066,-8.6
0,house,R000515,Rush,IL,1,Democrat,96,0.11458333333333333,0.1479564,-54
115,house,R000515,Rush,IL,1,D,71,0.15492957746478872,0.20004953,-54
116,house,R000515,Rush,IL,1,D,25,0,1.193e-5,-54
0,house,R000570,Ryan,WI,1,Republican,22,0.9545454545454546,0.73244553,10.3
115,house,R000570,Ryan,WI,1,R,22,0.9545454545454546,0.73244553,10.3
0,house,R000575,Rogers,AL,3,Republican,121,0.9669421487603306,0.95008598,33
115,house,R000575,Rogers,AL,3,R,96,0.9583333333333334,0.94868333,33
116,house,R000575,Rogers,AL,3,R,25,1,0.95547218,33
0,house,R000576,Ruppersberger,MD,2,Democrat,122,0.23770491803278687,0.21917082,-24.4
115,house,R000576,Ruppersberger,MD,2,D,95,0.30526315789473685,0.28068227,-24.4
116,house,R000576,Ruppersberger,MD,2,D,27,0,0.00274166,-24.4
0,house,R000577,Ryan,OH,13,Democrat,114,0.19298245614035087,0.4673312,-6.5
115,house,R000577,Ryan,OH,13,D,95,0.23157894736842105,0.5523968,-6.5
116,house,R000577,Ryan,OH,13,D,19,0,0.0420032,-6.5
0,house,R000578,Reichert,WA,8,Republican,93,0.9247311827956989,0.62860571,-3
115,house,R000578,Reichert,WA,8,R,93,0.9247311827956989,0.62860571,-3
0,house,R000580,Roskam,IL,6,Republican,94,0.9468085106382979,0.54990447,-7
115,house,R000580,Roskam,IL,6,R,94,0.9468085106382979,0.54990447,-7
0,house,R000582,Roe,TN,1,Republican,123,0.967479674796748,0.95689479,57
115,house,R000582,Roe,TN,1,R,96,0.9583333333333334,0.94844087,57
116,house,R000582,Roe,TN,1,R,27,1,0.98695317,57
0,house,R000583,Rooney,FL,17,Republican,88,0.9772727272727273,0.93988745,27.2
115,house,R000583,Rooney,FL,17,R,88,0.9772727272727273,0.93988745,27.2
0,house,R000585,Reed,NY,23,Republican,118,0.9322033898305084,0.86843804,14.8
115,house,R000585,Reed,NY,23,R,91,0.967032967032967,0.89487071,14.8
116,house,R000585,Reed,NY,23,R,27,0.8148148148148148,0.77935014,14.8
0,house,R000586,Renacci,OH,16,Republican,89,0.9438202247191011,0.92095859,16.6
115,house,R000586,Renacci,OH,16,R,89,0.9438202247191011,0.92095859,16.6
0,house,R000588,Richmond,LA,2,Democrat,112,0.11607142857142858,0.12288683,-52.4
115,house,R000588,Richmond,LA,2,D,87,0.14942528735632185,0.15819325,-52.4
116,house,R000588,Richmond,LA,2,D,25,0,2.047e-5,-52.4
0,house,R000591,Roby,AL,2,Republican,121,0.9504132231404959,0.95057495,31.9
115,house,R000591,Roby,AL,2,R,95,0.9578947368421052,0.94744166,31.9
116,house,R000591,Roby,AL,2,R,26,0.9230769230769231,0.96202352,31.9
0,house,R000592,Rokita,IN,4,Republican,93,0.9032258064516129,0.94844154,34.1
115,house,R000592,Rokita,IN,4,R,93,0.9032258064516129,0.94844154,34.1
0,house,R000593,Ross,FL,15,Republican,92,0.9782608695652174,0.85471593,10
115,house,R000593,Ross,FL,15,R,92,0.9782608695652174,0.85471593,10
0,house,R000597,Rice,SC,7,Republican,121,0.9421487603305785,0.90951197,18.9
115,house,R000597,Rice,SC,7,R,95,0.9473684210526315,0.92048862,18.9
116,house,R000597,Rice,SC,7,R,26,0.9230769230769231,0.86940497,18.9
0,house,R000598,Rothfus,PA,12,Republican,96,0.8854166666666666,0.92815327,20.8
115,house,R000598,Rothfus,PA,12,R,96,0.8854166666666666,0.92815327,20.8
0,house,R000599,Ruiz,CA,36,Democrat,122,0.28688524590163933,0.40020073,-8.8
115,house,R000599,Ruiz,CA,36,D,95,0.3684210526315789,0.50407301,-8.8
116,house,R000599,Ruiz,CA,36,D,27,0,0.0347242,-8.8
0,house,R000601,Ratcliffe,TX,4,Republican,121,0.9173553719008265,0.95967317,53.6
115,house,R000601,Ratcliffe,TX,4,R,95,0.9052631578947369,0.9529847,53.6
116,house,R000601,Ratcliffe,TX,4,R,26,0.9615384615384616,0.98411181,53.6
0,house,R000602,Rice,NY,4,Democrat,119,0.23529411764705882,0.38277207,-9.6
115,house,R000602,Rice,NY,4,D,93,0.3010752688172043,0.48117209,-9.6
116,house,R000602,Rice,NY,4,D,26,0,0.03080277,-9.6
0,house,R000603,Rouzer,NC,7,Republican,121,0.9090909090909091,0.89933176,17.7
115,house,R000603,Rouzer,NC,7,R,94,0.9148936170212766,0.91409397,17.7
116,house,R000603,Rouzer,NC,7,R,27,0.8888888888888888,0.84793743,17.7
0,house,R000604,Russell,OK,5,Republican,95,0.9368421052631579,0.88664489,13.4
115,house,R000604,Russell,OK,5,R,95,0.9368421052631579,0.88664489,13.4
0,house,R000606,Raskin,MD,8,Democrat,122,0.10655737704918032,0.17384446,-34.4
115,house,R000606,Raskin,MD,8,D,95,0.1368421052631579,0.2231116,-34.4
116,house,R000606,Raskin,MD,8,D,27,0,4.9713e-4,-34.4
0,house,R000607,Rooney,FL,19,Republican,109,0.9357798165137615,0.93316527,22.1
115,house,R000607,Rooney,FL,19,R,93,0.956989247311828,0.93148539,22.1
116,house,R000607,Rooney,FL,19,R,16,0.8125,0.9429296,22.1
115,house,R000608,Rosen,NV,3,D,93,0.43010752688172044,0.71305746,1
0,house,R000609,Rutherford,FL,4,Republican,115,0.991304347826087,0.94534155,28
115,house,R000609,Rutherford,FL,4,R,90,0.9888888888888889,0.94597762,28
116,house,R000609,Rutherford,FL,4,R,25,1,0.94305168,28
0,house,R000610,Reschenthaler,PA,14,Republican,27,0.9259259259259259,0.94682699,29
116,house,R000610,Reschenthaler,PA,14,R,27,0.9259259259259259,0.94682699,29
0,house,R000611,Riggleman,VA,5,Republican,27,0.9259259259259259,0.64617584,11.1
116,house,R000611,Riggleman,VA,5,R,27,0.9259259259259259,0.64617584,11.1
0,house,R000612,Rose,TN,6,Republican,27,1,0.98103996,48.9
116,house,R000612,Rose,TN,6,R,27,1,0.98103996,48.9
0,house,R000613,Rose,NY,11,Democrat,26,0,0.58515044,9.8
116,house,R000613,Rose,NY,11,D,26,0,0.58515044,9.8
0,house,R000614,Roy,TX,21,Republican,26,0.8846153846153846,0.59833112,10
116,house,R000614,Roy,TX,21,R,26,0.8846153846153846,0.59833112,10
0,house,R000616,Rouda,CA,48,Democrat,26,0,0.12243127,-1.7
116,house,R000616,Rouda,CA,48,D,26,0,0.12243127,-1.7
0,house,S000051,Sanford,SC,1,Republican,96,0.7083333333333334,0.88456487,13.1
115,house,S000051,Sanford,SC,1,R,96,0.7083333333333334,0.88456487,13.1
0,house,S000185,Scott,VA,3,Democrat,122,0.1557377049180328,0.18312061,-31.7
115,house,S000185,Scott,VA,3,D,95,0.2,0.2349397,-31.7
116,house,S000185,Scott,VA,3,D,27,0,7.9418e-4,-31.7
0,house,S000244,Sensenbrenner,WI,5,Republican,114,0.868421052631579,0.92214766,20.1
115,house,S000244,Sensenbrenner,WI,5,R,96,0.875,0.925617,20.1
116,house,S000244,Sensenbrenner,WI,5,R,18,0.8333333333333334,0.9036445,20.1
